"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards 6G: Deep Learning in Cell-Free Massive MIMO","L. A. Iliadis; Z. D. Zaharis; S. P. Sotiroudis; P. Sarigiannidis; G. K. Karagiannidis; S. K. Goudos","ELEDIA@AUTH, School of Physics, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; ELEDIA@AUTH, School of Physics, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Informatics and Telecommunications Engineering, University of Western Macedonia, Kozani, Greece; Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; ELEDIA@AUTH, School of Physics, Aristotle University of Thessaloniki, Thessaloniki, Greece",2022 IEEE International Black Sea Conference on Communications and Networking (BlackSeaCom),"24 Aug 2022","2022","","","269","273","Massive Multiple-Input-Multiple-Output (MIMO) technology is considered a crucial part of the fifth generation (5G) telecommunications systems. However, moving towards sixth generation (6G) wireless networks, novel solutions have to be incorporated into the current telecommunications' systems. Cell-free Massive MIMO and especially the user-centric approach, seems to be the most promising idea to this direction at this moment. Nevertheless, there are many open issues to be resolved. Deep Learning has been successfully applied to a wide range of problems in many different fields, including wireless communications. In this paper, a review of the state-of-the-art Deep Learning methods applied to Cell-free Massive MIMO communications systems is provided. In addition future research directions are discussed.","","978-1-6654-9749-7","10.1109/BlackSeaCom54372.2022.9858306","European Union; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9858306","6G;Cell-Free Massive MIMO;Deep learning;User-centric Cell-Free Massive MIMO","Deep learning;6G mobile communication;5G mobile communication;Wireless networks;Massive MIMO;Telecommunications","","","","26","IEEE","24 Aug 2022","","","IEEE","IEEE Conferences"
"Overview of AI-based Algorithms for Network Slicing Resource Management in B5G and 6G","F. DEBBABI; R. JMAL; L. CHAARI; R. L. AGUIAR; R. GNICHI; S. TALEB","University of Sousse, ISITCom, Hammam Sousse, Tunisia; Digital Research Center of Sfax (CRNS), Laboratory of Signals, systeMs, aRtificial Intelligence, neTworkS (SM@RTS), University of Sfax, TUNISIA; Digital Research Center of Sfax (CRNS), Laboratory of Signals, systeMs, aRtificial Intelligence, neTworkS (SM@RTS), University of Sfax, TUNISIA; Telecommunications Institute (IT), University of Aveiro, Aveiro, Portugal; ISIMS, University of Sfax, Tunisia; ISIMS, University of Sfax, Tunisia",2022 International Wireless Communications and Mobile Computing (IWCMC),"19 Jul 2022","2022","","","330","335","We are now in the early stage of the Fifth Generation (5G) commercialization, and its improved capabilities and unique features will revolutionize the present wireless network. The 3rd Generation Partnership Project (3GPP) is currently working on the 5G New Radio, also known as the worldwide standardization of 5G, which can operate across a wide variety of frequency bands from minus than 6GHz to mmWave (100GHz). Nonetheless, 5G will not be able to satisfy all requirements for the foreseeable future. Hence, Beyond 5G (B5G) and Sixth Generation (6G) have emerged as concepts representing Next Generation Wireless Networks (NGWNs). B5G and 6G networks will probably integrate Artificial intelligence-based services, tactile services, hybrid access, quantum computing, edge computing, and optical wireless communication. This paper describes potential background concepts relating to Network Slicing and artificial intelligence. We present the literature review by studying the impact of Artificial Intelligence with its promising methods, training models, and architectures to be integrated into B5G Network slicing to perform Resource Management.","2376-6506","978-1-6654-6749-0","10.1109/IWCMC55113.2022.9824988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9824988","5G;B5G;6G;Network Slicing;Artificial Intelligence","6G mobile communication;Training;Quantum computing;Network slicing;Wireless networks;Standardization;Resource management","","13","","33","IEEE","19 Jul 2022","","","IEEE","IEEE Conferences"
"Network Slicing using Deep Reinforcement Learning for Beyond 5G and 6G Systems","S. Kim; B. Shim","Institute of New Media and Communications and Department of Electrical and Computer Engineering, Seoul National University, Korea; Institute of New Media and Communications and Department of Electrical and Computer Engineering, Seoul National University, Korea",2022 IEEE VTS Asia Pacific Wireless Communications Symposium (APWCS),"10 Oct 2022","2022","","","90","93","As a means to accommodate various wireless services flexibly, network slicing (NS) has received much attention in recent years. In NS, a single physical network is divided into multiple slices to support multiple services. The primary goal of NS is to assign the resource blocks (RBs) in a way that the requirements of various services are satisfied and the long- term throughput is maximized. In this paper, we put forth a deep reinforcement learning (DRL)-based NS scheme for beyond 5G (B5G) and 6G systems. By exploiting action elimination to exclude resource allocation decisions that fail to meet the service requirements, the proposed DRL-based approach can learn the allocation strategies to improve the long-term throughput and satisfy the service requirements. Numerical results demonstrate that the proposed DRL framework outperforms the conventional NS schemes in terms of throughput.","","978-1-6654-7121-3","10.1109/APWCS55727.2022.9906480","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906480","","6G mobile communication;Wireless communication;5G mobile communication;Network slicing;Asia;Reinforcement learning;Quality of service","","1","","13","IEEE","10 Oct 2022","","","IEEE","IEEE Conferences"
"AI-Native Network Slicing for 6G Networks","W. Wu; C. Zhou; M. Li; H. Wu; H. Zhou; N. Zhang; X. S. Shen; W. Zhuang","Peng Cheng Laboratory, China; University of Waterloo, Canada; University of Waterloo, Canada; University of Waterloo, Canada; Nanjing University, China; University of Windsor, Canada; University of Waterloo, Canada; University of Waterloo, Canada",IEEE Wireless Communications,"4 Apr 2022","2022","29","1","96","103","With the global rollout of fifth generation (5G) networks, it is necessary to look beyond 5G and envision 6G networks. 6G networks are expected to have space-air-ground integrated networks, advanced network virtualization, and ubiquitous intelligence. This article presents an artificial intelligence (AI)-native network slicing architecture for 6G networks to enable the synergy of AI and network slicing, thereby facilitating intelligent network management and supporting emerging AI services. AI-based solutions are first discussed across the network slicing life cycle to intelligently manage network slices (i.e., AI for slicing). Then network slicing solutions are studied to support emerging AI services by constructing AI instances and performing efficient resource management (i.e., slicing for AI). Finally, a case study is presented, followed by a discussion of open research issues that are essential for AI-native network slicing in 6G networks.","1558-0687","","10.1109/MWC.001.2100338","Natural Sciences and Engineering Research Council (NSERC) of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9749222","","6G mobile communication;Intelligent networks;5G mobile communication;Network slicing;Complexity theory;Resource management;Artificial intelligence","","148","","15","IEEE","4 Apr 2022","","","IEEE","IEEE Magazines"
"Demo: AI-Engine Enabled Intelligent Management in B5G/6G Networks","H. Zhang; W. Guan; D. Wang; Q. Song; A. Nallanathan","School of Computer and Communication Engineering, University of Science and Technology, Beijing; School of Computer and Communication Engineering, University of Science and Technology, Beijing; School of Computer and Communication Engineering, University of Science and Technology, Beijing; School of Computer and Communication Engineering, University of Science and Technology, Beijing; School of Electronic Engineering and Computer Science, Queen Mary University of London",2022 IEEE International Conference on Communications Workshops (ICC Workshops),"20 Oct 2022","2022","","","1","2","In the B5G and 6G era, service demands of diverse vertical industries are becoming increasingly complex and intelligence has become the development trend of wireless networks. By means of network slicing, resources of the infrastructure can be shared by multiple services with differentiated quality of service (QoS) guarantees. However, the uncertainty and dynamics on real-time network status requires an intelligent management scheme. Artificial intelligence (AI) algorithms are urgently needed in slice management to improve resource utilization and quickly satisfy the resource requirements of different services. This demo shows how an AI-Engine that encapsulates multiple AI algorithms can contribute to the life-cycle management of slices. In particular, our solution considers distributed deployment of the AI-Engine and provides different machine learning (ML) models for various use cases. This also enables the AI-Engine to support data analysis of network functions and intelligent applications in the edge cloud. Furthermore, this solution allows to adjust computing resource allocation for each distributed component of the AI-Engine to facilitate the intelligent network management.","2694-2941","978-1-6654-2671-8","10.1109/ICCWorkshops53468.2022.9915028","National Natural Science Foundation of China(grant numbers:62101031); Beijing Natural Science Foundation(grant numbers:L212004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915028","","Uncertainty;Machine learning algorithms;Heuristic algorithms;Conferences;Wireless networks;Network slicing;Quality of service","","3","","5","IEEE","20 Oct 2022","","","IEEE","IEEE Conferences"
"The Role of Edge Artificial Intelligence in 6G Networks","S. Kitanov; V. Nikolikj","Faculty of Informatics, Mother Teresa University, Skopje, Macedonia; Faculty of Informatics, European University of Skopje, Skopje, Macedonia","2022 57th International Scientific Conference on Information, Communication and Energy Systems and Technologies (ICEST)","21 Jul 2022","2022","","","1","4","The deployment of 5G networks have marked the beginning of a veritable digital society. They have achieved significant improvements in terms of latency, data rates, spectral efficiency, mobility and number of connected smart mobile devices. However, still 5G networks would not be able to respond to the rapid growth of the traffic demands. Therefore, the main research and development activities have already started to focus on the next 6G mobile and wireless network, which is expected to be commercially deployed by 2030. The main driver in 6G network architecture design and optimization is anticipated to be the Artificial Intelligence. In this direction, this paper proposes an architecture of 6G network, where the artificial intelligence is delivered at the edge of the network, and it performs a QoS evaluation of 6G network in terms user throughput.","","978-1-6654-8500-5","10.1109/ICEST55168.2022.9828567","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9828567","5G;6G;AI - Artificial Intelligence;B5G - Beyond 5G;IoE - Internet of Everything;IoT - Internet of Things","6G mobile communication;5G mobile communication;Wireless networks;Quality of service;Network architecture;Throughput;Security","","3","","29","IEEE","21 Jul 2022","","","IEEE","IEEE Conferences"
"Intelligent O-RAN for Beyond 5G and 6G Wireless Networks","S. Niknam; A. Roy; H. S. Dhillon; S. Singh; R. Banerji; J. H. Reed; N. Saxena; S. Yoon","Wireless@VT, Virginia Tech, Blacksburg, VA; MediaTek, San Jose, CA; Wireless@VT, Virginia Tech, Blacksburg, VA; Samsung R&D India-Bangalore; Samsung R&D India-Bangalore; Wireless@VT, Virginia Tech, Blacksburg, VA; San Jose State University, CA; Samsung Electronics, Suwon, Korea",2022 IEEE Globecom Workshops (GC Wkshps),"12 Jan 2023","2022","","","215","220","Building on the principles of openness and intelligence, there has been a concerted global effort from the operators towards enhancing the radio access network (RAN) architecture. The objective is to build an operator-defined RAN architecture (and associated interfaces) on open hardware that provides intelligent radio control for beyond fifth generation (5G) as well as future sixth generation (6G) wireless networks. Specifically, the open-radio access network (O-RAN) alliance has been formed by merging xRAN forum and C-RAN alliance to formally define the requirements that would help achieve this objective. Owing to the importance of O-RAN in the current wireless landscape, this article provides an introduction to the concepts, principles, and requirements of the Open RAN as specified by the O-RAN alliance. In order to illustrate the role of intelligence in O-RAN, we propose an intelligent radio resource management scheme to handle traffic congestion and demonstrate its efficacy on a real-world dataset obtained from a large operator. A high-level architecture of this deployment scenario that is compliant with the O-RAN requirements is also discussed. The article concludes with key technical challenges and open problems for future research and development.","","978-1-6654-5975-4","10.1109/GCWkshps56602.2022.10008676","Oak Ridge National Laboratory; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10008676","Open RAN;6G;beyond 5G;radio resource management;machine learning;intelligent controller","6G mobile communication;5G mobile communication;Wireless networks;Architecture;Merging;Resource management;Traffic congestion","","43","","16","IEEE","12 Jan 2023","","","IEEE","IEEE Conferences"
"AI Models for Green Communications Towards 6G","B. Mao; F. Tang; Y. Kawamoto; N. Kato","Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan",IEEE Communications Surveys & Tutorials,"24 Feb 2022","2022","24","1","210","247","Green communications have always been a target for the information industry to alleviate energy overhead and reduce fossil fuel usage. In the current 5G and future 6G eras, there is no doubt that the volume of network infrastructure and the number of connected terminals will keep exponentially increasing, which results in the surging energy cost. It becomes growing important and urgent to drive the development of green communications. However, there is no doubt that 6G will have increasingly stringent and diversified requirements for Quality of Service (QoS), security, flexibility, and intelligence, all of which challenge the improvement of energy efficiency. Moreover, the dynamic energy harvesting process, which will be widely adopted in 6G, further complicates the power control and network management. To address these challenges and reduce human intervention, Artificial Intelligence (AI) has been extensively recognized and acknowledged as the only solution. Academia and industry have conducted extensive research to alleviate energy demand, improve energy efficiency, and manage energy harvesting in various communication scenarios. In this paper, we present main considerations for green communications and survey related research on AI-based green communications. We focus on how AI techniques are adopted to manage networks and improve energy efficiency towards the green era. We analyze how Machine Learning (ML) techniques including state-of-the-art Deep Learning (DL) can cooperate with conventional AI methods and mathematical models to reduce the algorithm complexity and improve the accuracy rate in 6G. Finally, we discuss the existing problems and envision the open research issues of AI models towards green 6G.","1553-877X","","10.1109/COMST.2021.3130901","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9627726","6G;green communications;artificial intelligence (AI);energy harvesting","6G mobile communication;Artificial intelligence;Wireless sensor networks;Wireless communication;5G mobile communication;Green products;Energy harvesting","","153","","292","IEEE","26 Nov 2021","","","IEEE","IEEE Journals"
"AI-driven Orchestration for 6G Networking: the Hexa-X vision","J. Péerez-Valero; A. Virdis; A. G. Sánchez; C. Ntogkas; P. Serrano; G. Landi; S. Kukliński; C. Morin; I. L. Pavón; B. Sayadi","University Carlos III de Madrid, Spain; University of Pisa, Italy; Atos Research and Innovation, Spain; WINGS ICT Solutions, Greece; University Carlos III de Madrid, Spain; Nextworks, Italy; Orange Polska & Warsaw University of Technology, Poland; B-COM, France; Atos Research and Innovation, Spain; NOKIA Bell-Labs, France",2022 IEEE Globecom Workshops (GC Wkshps),"12 Jan 2023","2022","","","1335","1340","Mobile networks are adopting disaggregation and modularisation to support flexibility. However, large modular networks with a wide range of heterogeneous components have many degrees of freedom, making its Management and Orchestration complex. The use of Machine Learning techniques is expected to improve the efficiency of the operation of 6G networks, by introducing data-driven approaches into their Management and Orchestration. In this paper, we review the current best practices of ML usage to support Management and Orchestration, and we present the H2020 European project Hexa-X Management and Orchestration architecture. We then identify the main challenges ahead to fully embrace a Machine Learning driven operation.","","978-1-6654-5975-4","10.1109/GCWkshps56602.2022.10008726","European Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10008726","AI;ML;Management and Orchestration;B5G;6G","6G mobile communication;Conferences;Europe;Machine learning;Best practices","","1","","31","IEEE","12 Jan 2023","","","IEEE","IEEE Conferences"
"Intermodulation Interference Detection in 6G Networks: A Machine Learning Approach","F. B. Mismar","Nokia Bell Labs Consulting, Murray Hill, NJ",2022 IEEE 95th Vehicular Technology Conference: (VTC2022-Spring),"25 Aug 2022","2022","","","1","6","This paper demonstrates the use of machine learning to detect the presence of intermodulation interference across several wireless carriers. We show a salient characteristic of intermodulation interference and propose a machine learning based algorithm that detects the presence of intermodulation interference through the use of supervised learning. This algorithm can use the radio access network intelligent controller or the sixth generation of wireless communication (6G) edge node as a means of computation. Our proposed algorithm runs in linear time in the number of resource blocks, making it a suitable radio resource management application in 6G.","2577-2465","978-1-6654-8243-1","10.1109/VTC2022-Spring54318.2022.9860900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860900","intermodulation;interference;detection;realtime;machine learning;5G;6G;edge computing","6G mobile communication;Wireless communication;Vehicular and wireless technologies;Machine learning algorithms;Supervised learning;Interference;Machine learning","","3","","12","IEEE","25 Aug 2022","","","IEEE","IEEE Conferences"
