"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Intent-Driven Closed-Loop Control and Management Framework for 6G Open RAN","J. Zhang; C. Yang; R. Dong; Y. Wang; A. Anpalagan; Q. Ni; M. Guizani","State Key Laboratory on Integrated Services Networks, Xidian University, Xi’an, China; State Key Laboratory on Integrated Services Networks, Xidian University, Xi’an, China; State Key Laboratory on Integrated Services Networks, Xidian University, Xi’an, China; State Key Laboratory on Integrated Services Networks, Xidian University, Xi’an, China; Department of Electrical, Computer and Biomedical Engineering, Toronto Metropolitan University, Toronto, Canada; School of Computing and Communications, Lancaster University, Lancaster, U.K; Machine Learning Department, Mohamed Bin Zayed University of Artificial Intelligence, Abu Dhabi, UAE",IEEE Internet of Things Journal,"5 Feb 2024","2024","11","4","6314","6327","Future mobile networks should provide on-demand services for various industries and applications with the stringent guarantees of Quality of Experience (QoE), which highly challenge the flexibility of network management. However, the diverse requirements of QoE and the management of heterogeneous networks create significant pressure toward communication service providers (CSPs). In the sixth-generation mobile networks, the CSPs should guarantee resilient performance for the communication service consumers with less human involvement. In this work, we turn to Intent-driven network and on-demand slice management, and to decrease the complexity and cost in full life cycle slice management, we first present an intent-driven closedloop (CL) control and management framework that automates the deployment of network slices and manages resources intelligently based on the extended CL architecture. And then, we explore and exploit the deep reinforcement learning algorithm to address the problem of resource allocation, which is formulated as a Markov decision process. Finally, we demonstrate the feasibility of the proposed framework by deploying the open radio access network (RAN) infrastructure in the OpenAirInterface platform and realizing the CL control and management with a near real-time RAN intelligent controller. The emulation results demonstrate the effectiveness of slicing performance, measured in terms of delay and rate.","2327-4662","","10.1109/JIOT.2023.3312795","National Key Research and Development Program of China(grant numbers:2020YFB1807700); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10243548","Closed-loop (CL) control and management;intent-driven network (IDN);open radio access network (RAN);reinforcement learning;sixth-generation (6G)","6G mobile communication;Radio access networks;5G mobile communication;Reliability;Quality of service;Quality of experience;Monitoring","","6","","41","IEEE","7 Sep 2023","","","IEEE","IEEE Journals"
"Toward the Metaverse Realization in 6G: Orchestration of RIS-Enabled Smart Wireless Environments via Digital Twins","A. Masaracchia; D. Van Huynh; G. C. Alexandropoulos; B. Canberk; O. A. Dobre; T. Q. Duong","Queen's University Belfast, U.K.; Queen's University Belfast, U.K.; National and Kapodistrian University of Athens, Greece; Edinburgh Napier University, U.K.; Memorial University, Canada; Memorial University of Newfoundland, Canada",IEEE Internet of Things Magazine,"8 Mar 2024","2024","7","2","22","28","Reconfigurable intelligent surfaces (RISs) represent an emerging technology envisioned to overcome some of the late challenges for the development of the sixth-generation (6G) such as reduced end-to-end communication latency and improved network reliability compared to 5G. In particular, in addition to its cost effectiveness and energy saving features, this technology has motivated a proliferation of studies regarding its capability of improving the propagation environments in terms of enhanced received signal. In addition, digital twins (DTs) are receiving remarkable attention for the development and maintenance of various future network services. This article discusses the complimentarity of these emerging concepts for the efficient realization of the metaverse in 6G networks. Specifically, it considers how a DT-aided RIS-based network architecture can provide substantial improvements towards the achievement of network latency and reliability necessary for the realization of metaverse in 6G. A brief overview of the latest status in the RIS and DT technologies is firstly provided, which is followed by a discussion on the potential use cases and services that can be delivered through a DT-aided RIS-based network architecture. The benefits of this architecture, in terms of communication latency, is validated through a representative simulation setup. Finally, challenges and future research directions with the proposed DT's role for RIS-enabled smart wireless environments.","2576-3199","","10.1109/IOTM.001.2300128","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10463676","","6G mobile communication;Wireless communication;Metaverse;Network architecture;Reconfigurable intelligent surfaces;Maintenance engineering;Reliability engineering;Digital twins;Energy conservation;Telecommunication network management","","5","","15","IEEE","8 Mar 2024","","","IEEE","IEEE Magazines"
"Investigating Multi-User Spectrum Allocation Algorithms in 6G Networks","S. Gupta; P. Singhal; P. Aggarwal; P. Sharma","Department of Applied Science & Humanities, Raj Kumar Goel Institute of Technology, Ghaziabad, UP, India; Department of Applied Science & Humanities, ABES, Engineering College, Ghaziabad, UP, India; Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Department of Civil Engineering, GLA University, Mathura, UP, India",2024 2nd International Conference on Disruptive Technologies (ICDT),"11 Apr 2024","2024","","","1234","1240","The Investigating Multi-user Spectrum Allocation Algorithms in 6G Networks project targets to discover the potentials of Multi-person Spectrum Allocation (MUSA) Algorithms in 6G networks. The aim of this studies is to analyze numerous MUSA algorithms with recognize to their spectral performance and interference traits; for you to better quantify the performance of 6G networks. The studies is split into three phases, every that specialize in a one of a kind method to MUSA. First, a baseline MUSA set of rules is proposed to extract the crucial blessings of the technology. This set of rules is then benchmarked in opposition to a fully-adaptive algorithm that is capable of optimally regulate person allocations primarily based on feedback from the network. subsequently, advanced machine studying techniques are examined as a way of in addition improving consumer and network performance. The mission utilizes system stage simulation as a way to evaluate the overall performance of the various MUSA algorithms. Channel fashions, interference fashions, and sensible visitors models are used to research the effect of the algorithms. moreover, equipment which includes NS-three, Matlab, and Python are used to analyze the radical algorithms and optimize overall performance. This research challenge additionally serves to perceive recommendations for the implementation of 6G MUSA algorithms in actual networks.","","979-8-3503-7105-5","10.1109/ICDT61202.2024.10489236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10489236","Algorithms;6G Networks;Crucial;Performance;Resource Allocation","6G mobile communication;Heuristic algorithms;Interference;Benchmark testing;Dynamic scheduling;Complexity theory;Resource management","","","","27","IEEE","11 Apr 2024","","","IEEE","IEEE Conferences"
"Optical Transport Networks Converging Edge Compute and Central Cloud: An Enabler For 6G Services","A. Tzanakaki; M. Anastasopoulos; V. . -M. Alevizaki","National and Kapodistrian University of Athens, Athens, Greece; National and Kapodistrian University of Athens, Athens, Greece; National and Kapodistrian University of Athens, Athens, Greece",2024 Optical Fiber Communications Conference and Exhibition (OFC),"16 May 2024","2024","","","1","3","Intent-based networking that automates the operation of converged edge compute and central cloud 6G infrastructures through optical transport networks is proposed. GPT AI is used to translate high level intents to optical transport network configurations.","","979-8-3503-7758-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10526815","","Optical fibers;6G mobile communication;Optical fiber networks;Artificial intelligence","","","","7","","16 May 2024","","","IEEE","IEEE Conferences"
"Edge Intelligence for IoT Services in 6G Integrated Terrestrial and Non-Terrestrial Networks","Q. Liu; S. Wang; Z. Qi; K. Zhang; Q. Liu","School of Communications and Information Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Communications and Information Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Communications and Information Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; Department of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Communications and Information Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China",IEEE Network,"17 Jul 2024","2024","38","4","80","87","Integrating terrestrial and non-terrestrial networks can provide ubiquitous global communications for 6G Internet of Things (IoT) services. However, integrated terrestrial and non-terrestrial networks (ITNTNs) face enormous challenges, such as complex network environments, differentiated service demands, and multi-layer heterogeneous networks. By leveraging the powerful driving force of edge intelligence (EI) technology on the development of networks, a framework named “ITNTNs with EI” is proposed in this paper as a promising solution to meet the above challenges. We design the proposed framework’s system architecture, edge resource deployment schemes, and intelligent training models and discuss its application scenarios, challenges, and some open research issues. Then, simulation experiments about a EI-powered joint computation offloading and resource allocation optimization solution are conducted for a specific framework instance. The results demonstrate that the resource management solutions driven by EI can provide faster response and better quality of service for IoT applications in ITNTNs.","1558-156X","","10.1109/MNET.2024.3384389","Doctoral ?Through Train? Scientific Research Project of Chongqing(grant numbers:CSTB2022BSXM-JCX0112); Doctoral Initial Funding of Chongqing University of Posts and Telecommunications(grant numbers:A2021-195(E012A2021195)); Youth Project of Chongqing Municipal Education Commission Science and Technology Research Program(grant numbers:KJQN202200645); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494748","","Internet of Things;Satellites;Training;Task analysis;Resource management;Mobile communication;Computational modeling;Global communication","","1","","15","IEEE","8 Apr 2024","","","IEEE","IEEE Magazines"
"Ontology-Based Reinforcement Learning for Semantic Offloading in MEC-Enabled 6G IoT Networks","E. Gyamfi; J. A. Ansere; F. Golpayegani","School of Computer Science, University College, Dublin; Department of Electrical Engineering, Sunyani Technical University; School of Computer Science, University College, Dublin","2024 International Symposium on Networks, Computers and Communications (ISNCC)","26 Nov 2024","2024","","","1","8","The proliferation of ultra-low-latency and faster convergence applications in sixth-generation (6G) networks necessitates mobile edge computing (MEC) for offloading computationally intensive tasks from user devices to the network edge. However, traditional offloading approaches ignore the semantic aspects of tasks and resources. This paper proposes a novel ontology-based reinforcement learning (ORL) approach for optimal semantic offloading decisions in evolving dynamic MEC-enabled 6G networks, considering network uncertainty and time variation conditions. The proposed ORL approach integrates a dynamic learning mechanism that adjusts and captures semantics task resources, enabling adaptive real-time offloading decisions to satisfy task processing requirements and user demands. The numerical results demonstrate significant improvements in latency reduction, responsiveness, and adaptability compared to traditional offloading approaches.","2768-0940","979-8-3503-6491-0","10.1109/ISNCC62547.2024.10759064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10759064","Semantic communication;ontology;resource al-location;reinforcement learning;Internet of Things;6G networks","6G mobile communication;Performance evaluation;Uncertainty;Multi-access edge computing;Semantics;Reinforcement learning;Ontologies;Real-time systems;Resource management;Vehicle dynamics","","","","21","IEEE","26 Nov 2024","","","IEEE","IEEE Conferences"
"Reinforcement Learning-Driven Service Placement in 6G Networks across the Compute Continuum","A. F. Ocampo; J. Santos","SimulaMet – Simula Metropolitan Center for Digital Engineering, Oslo, Norway; Department of Information Technology, IDlab, Ghent University - Imec, Ghent, Belgium",2024 20th International Conference on Network and Service Management (CNSM),"31 Dec 2024","2024","","","1","9","The advent of 6G networks promises unprecedented advancements in communication technologies, demanding innovative solutions for service placement across the Compute Continuum (CC), where computing resources are distributed across the network area, from edge to cloud. This paper explores a novel approach for service placement in 6G networks using Reinforcement Learning (RL) techniques. By leveraging the dynamic decision-making capabilities of RL, this work addresses the complexities of distributing services across heterogeneous computing resources to enhance network performance, reduce latency, and improve resource utilization. An extensive evaluation, based on a real dataset collected from commercial 4G/5G networks, was conducted under various network conditions and workloads to evaluate the effectiveness of the proposed approach. Results highlight the adaptability of our RL-driven model to dynamic network environments, demonstrated by its capacity to optimize for multiple objectives simultaneously. Our analysis also reveals that while single-objective heuristics can outperform RL in specific, limited scenarios, these struggle to handle increasing complexity. These findings highlight the viability of RL as a powerful tool for intelligent service management in next-generation communication systems, paving the way for more resilient and efficient 6G network architectures.","2165-963X","978-3-903176-66-9","10.23919/CNSM62983.2024.10814365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10814365","Compute Continuum;Reinforcement Learning;Orchestration;Service Placement;6G;Cloud Computing","6G mobile communication;Adaptation models;Energy consumption;Reinforcement learning;Network architecture;Heterogeneous networks;Complexity theory;Resource management;Low latency communication;Next generation networking","","","","24","","31 Dec 2024","","","IEEE","IEEE Conferences"
"Multi-Domain Scaling Algorithm with Inter-Orchestrator Communication for Beyond 5G/6G Networks","A. Bouroudi; A. Outtagarts; Y. Hadjadj-Aoul","Bell Labs Nokia Networks France, Paris, France; Bell Labs Nokia Networks France, Paris, France; INRIA Univ Rennes CNRS IRISA, Rennes, France",2024 International Wireless Communications and Mobile Computing (IWCMC),"17 Jul 2024","2024","","","1054","1061","The emergence of beyond 5G networks poses new challenges for network slicing orchestration. In particular, the distribution of orchestration mechanisms across multiple domains is a challenging problem, as independent entities must coordinate in a lightweight manner to maintain slice requirements. This paper presents a machine learning-driven horizontal scaling approach that uses inter-domain communication to achieve more accurate scaling decisions. We propose a collaborative orchestration approach based on the message-passing paradigm. Orchestration actions are performed using a Horizontal Pod Autoscaling (HPA) algorithm on each domain independently according to the required and allocated resources. We have developed a simulation testbed based on OMNeT++, allowing the creation and manipulation of multi-domain topologies and customized network slices. We show that exploiting inter-domain communication through message exchanges enables more accurate scheduling decisions than non-communicative orchestration, reducing data rate losses and enabling more efficient resource utilization.","2376-6506","979-8-3503-6126-1","10.1109/IWCMC61514.2024.10592587","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10592587","Beyond 5G/6G;Multi-Domain;Distributed Resource Orchestration;Horizontal Scaling;Artificial Intelligence (AI);Message Communication","Wireless communication;Accuracy;Network topology;Stability criteria;Topology;Synchronization;Resource management","","1","","25","IEEE","17 Jul 2024","","","IEEE","IEEE Conferences"
"GainNet: Coordinates the Odd Couple of Generative AI and 6G Networks","N. Chen; J. Yang; Z. Cheng; X. Fan; Z. Liu; B. Huang; Y. Zhao; L. Huang; X. Du; M. Guizani","School of Informatics, Xiamen University, Xiamen, China; National Institute for Data Science in Health and Medicine, Xiamen University, Xiamen, China; School of Future Science and Engineering, Soochow University, Suzhou, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, USA; Machine Learning Department, Mohamed Bin Zayed University of Artificial Intelligence, Abu Dhabi, United Arab Emirates",IEEE Network,"13 Sep 2024","2024","38","5","56","65","The rapid expansion of AI-generated content (AIGC) reflects the iteration from assistive AI towards generative AI (GAI). Meanwhile, the 6G networks will also evolve from the Internet-of-Everything to the Internet-of-Intelligence. However, they seem to be an odd couple, due to the contradiction of data and resources. To achieve a better-coordinated interplay between GAI and 6G, the GAI-native Networks (GainNet), a GAI-oriented collaborative cloud-edge-end intelligence framework, is proposed in this article. By deeply integrating GAI with 6G network design, GainNet realizes the positive closed-loop knowledge flow and sustainable-evolution GAI model optimization. On this basis, the GAI-oriented generic Resource Orchestration Mechanism with Integrated Sensing, Communication, and Computing (GaiRomISCC) is proposed to guarantee the efficient operation of GainNet. Two simple case studies demonstrate the effectiveness and robustness of the proposed schemes. Finally, we envision the key challenges and future directions concerning the interplay between GAI models and 6G networks.","1558-156X","","10.1109/MNET.2024.3418671","National Natural Science Foundation of China(grant numbers:61971365,62171392,62371406); Natural Science Foundation of Fujian Province of China(grant numbers:2020H6001,2021H6001,2021J01004); Xiamen Major science and Technology Project(grant numbers:3502Z20221026); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10570229","6G;generative AI;collaborative cloud-edge-end intelligence;resource orchestration;integrated sensing;communication;computing","6G mobile communication;Computational modeling;Data models;Artificial intelligence;Knowledge engineering;Sensors;Optimization;Cloud computing;Resource management","","1","","15","IEEE","24 Jun 2024","","","IEEE","IEEE Magazines"
"Toward Intelligent and Adaptive Task Scheduling for 6G: An Intent-Driven Framework","Q. Wang; S. Zou; Y. Sun; M. Liwang; X. Wang; W. Ni","College of Big Data and Information Engineering, Guizhou University, Guiyang, China; College of Big Data and Information Engineering, Guizhou University, Guiyang, China; Navigation College, Jimei University, Xiamen, China; Shanghai Research Institute for Intelligent Autonomous Systems and the Department of Control Science and Engineering, Tongji University, Shanghai, China; Department of Electrical and Computer Engineering, Western University, London, U.K.; Data61 Business Unit, CSIRO, Sydney, NSW, Australia",IEEE Transactions on Cognitive Communications and Networking,"7 Oct 2024","2024","10","5","1975","1988","A cloud network schedules diverse tasks to multi-access edge computing (MEC) or cloud platforms within dynamic industrial Internet of Things (IIoT). The scheduling is influenced by the diverse intents of different parties, including the time-sensitive nature of device-generated tasks and the energy efficiency of servers. The complexity of this problem under dynamic network conditions is underscored by its nature as a Markov state transition process, typically classified as NP-hard. We introduce an intent-driven intelligent task scheduling approach (IITSA), which models a partially observable Markov decision process (POMDP) and introduces a multi-agent proximal policy optimization (MAPPO) method. We introduce a dynamic adaptive mechanism to effectively address conflicts arising from the temporal requirements and energy limitations associated with various tasks on MEC servers. This mechanism enhances the reward function of MAPPO, for which we offer comprehensive mathematical analysis to validate its convergence performance. Simulation results showcase that our proposed IITSA effectively achieves a harmonious trade-off between time-sensitive demands and infrastructure energy efficiency while exhibiting high adaptability. Compared to state-of-the-art algorithms like MADDPG and QMIX, IITSA reduces energy consumption by 11.68% and 7.07%, and enhances on-time completion numbers for time-sensitive tasks by 18.33% and 12.17%, respectively.","2332-7731","","10.1109/TCCN.2024.3391318","National Natural Science Foundation of China(grant numbers:62361011); Social Science Foundation of China(grant numbers:21VSZ126); Natural Science Foundation of Guizhou(grant numbers:ZK[2022]-162); Natural Science Foundation of Guizhou University(grant numbers:X2021167); Guizhou Cloud Network Collaborative Innovation Center; Guizhou Cloud Network Collaborative Deterministic Transmission Engineering center(grant numbers:[2023]032); Guizhou Engineering Research Center for smart services(grant numbers:2203-520102-04-04-298868); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505907","6G;cloud network;task scheduling;intent-driven;multi-agent PPO;energy efficiency;time-sensitive","Task analysis;Servers;Job shop scheduling;Industrial Internet of Things;Energy efficiency;Processor scheduling;Energy consumption","","","","41","IEEE","19 Apr 2024","","","IEEE","IEEE Journals"
